video_id,time,author,text
QiQf2OoxScE,3 dni temu,@nikkehtine,"To idzie w dwie strony, milionerzy nienawidzą ludzi którzy zarabiają na ich fortuny, a owi robole odwzajemniają to uczucie"
j3doIOrx7JU,32 minuty temu,@joannaloka2034,Świetne podsumowanie prowadzącej 😂😂😂
ISw__a8Xqv8,1 miesiąc temu,@casual-zq6uh,Byle nie Trzaskowski
hMiniaOlEqM,1 miesiąc temu,@sylwesterzadrozny,NIGDY NIE TRZASKOWSKIEGO.NIE.NIE.NIE.
7QAFj0G2N34,5 dni temu,@fdsgtsa,@ przyznam sie ze nie ogaldalam w calosci debaty dzisiejszej wiec jesli mozesz przytoczyc to pytanie
Ty4lnOFWtl8,13 dni temu,@farciarz2660,Ale czasy się zmieniły. Wczoraj i dziś to też inne czasy.
BPCqlDZinOg,1 dzień temu,@KS-kb4zt,Nawrocki to zmarnowany głos bo i tak nie wygra z Trzaskowskim. To wentyl bezpieczeństwa Tuska 😅
2K0MIRUzPwI,12 dni temu,@jareknowosad5373,"A czym jeżdżą rodzice chorych na astmę dzieci? Nie ci najbogatsi warszawiacy,  a ci normalni?"
uoNr-izIr0o,2 tygodnie temu,@marcinremisiewicz7815,@ o których obywatelach walczących z Niemcami piszesz? Do którego fragmentu wypowiedzi się odnosisz? Cytat proszę.
P1VIeoKuv3k,1 dzień temu,@Karol-js7wq,No dokładnie zwłaszcza tych z peło
iIDR7IJNv84,5 dni temu,@Detektyw79,IPN Instytut przejmowania nieruchomości
HU_tOLI2Hvc,2 tygodnie temu,@szarucin95,"Tego, że można uważać coś innego niż Niemcy i zydzi"
mDGdhM32fPE,1 miesiąc temu,@ArzejIlk,Bartoszewicz prezydentem jest fachowcem jest wiarygodny i merytoryczny rozwiązuje demografie Polski 🐰+ i 777 jest przeciwko partiom i przeciw islamizacji Polski za bogactwem Polaków ma program rozwoju Polski
F1udb2xAcE0,2 dni temu,@genowefakrzempek6689,Nigdy nigdy trzaskowski nigdy nierób trzaszkowki nigdy nigdy 👎🏿👎🏿👎🏿 tylko Pan Nawrocki Prezydentem Polski 🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱👍👍👍👍💯💯💯💯
ITOoSsfuYY0,2 tygodnie temu,@teofilmiosz7750,Dla chorych psychicznie
hDemaLdJbr4,2 tygodnie temu,@chwytliwanazwa," @MsFlyy71  ""ale nie używał słów takich jak Trzaskowski""
czyli jakich konkretnie?"
stqR3s2vYig,1 dzień temu,@MW-vd4pf,Stanowski ciężko ją ZGRUZOWAŁ😅
P1VIeoKuv3k,1 dzień temu (edytowany),@mariuszcerta1927,"Prezydent powinien panować nad emocjami i wypowiadać się merytorycznie. Nie obiecywać rzeczy, które są poza jego kompetencjami."
XA85sfEWnXo,3 dni temu,@sabaton3073,NORTH KOREA
EpUhR6x10Ww,4 tygodnie temu,@TrykusMykus,"Kiedy niby Mentzen powiedział cokolwiek o byciu Ministrem Finansów w trakcie tej debaty? Przesłuchałem jeszcze raz jego podsumowanie i nic takiego nie usłyszałem. Panie Mazurek, co to za manipulacje?"
YqfC1PvZtPg,4 tygodnie temu,@krzysztofhryn1601,Ale ten Nitras to aparat. To zostawili ludzi z debata na święta i pozbawili Rafika szans na drugą turę.
Ty4lnOFWtl8,2 tygodnie temu,@bohen3756,"Ja, siostra, siostrzeniec i moja mama tez"
hiCIBDQH2_g,2 tygodnie temu,@mateuszgl3105," @Seven646 te gościu, ale podałeś przywódców 😂😂 doedukuj się trochę historii i jaki mieli zbrodniczy wpływ na Europę i nie tylko🤦‍♂️ a co do trzaskowskiego to kolejny z nacji żymian w pierwszej linii dziedziczenia.. oczywiście jak wszyscy tam od lewej do prawej służący syjonistom z USA i rozkradajacy Polskę 🙋‍♂️"
acqYOuWJ2XE,4 dni temu,@WacawKowalski,"Głosujmy na Brauna bo to najlepszy wybór dla Polski i Polaków.
Aby wróciła normalność potrzebne jest odsunięcie POPIS od władzy.
Pora na zmiany."
Vx5_YGvyhgY,4 tygodnie temu,@kikurenty," @jadwigamarkulis740  Do tej pory uważałem Stanowskiego i kanał zero za obiektywny, ale na Maciaku Stanowski się wywalił na głupi ryj. I nie nie będę głosował na Maciaka. Ale najbardziej żenujące ze strony Stanowskiego byl ten żenujący tekst o ruskiej agenturze. Panie Stanowski naprawdę 🤡🤡🤡"
EpUhR6x10Ww,4 tygodnie temu,@sibulba89,Tylko Mentzen.
7ML9uNOVyfA,1 miesiąc temu,@grafonika,"Jakubiak jak żywcem wyjęty z XIX wieku, zarówno w poglądach, jak i w wyglądzie :D Tylko binokli mu brakuje :D"
RNJegyGxwFA,13 dni temu,@AdalbertoIvoryHedman,This deserves way more views. Absolutely underrated
ssbRjaEMaYs,4 dni temu,@TheLozeszkur,tych pierwszych 3 mozna przebolec ale uroina to juz jest przesadyzm.
mDGdhM32fPE,1 miesiąc temu,@zofiademarczyk9277,🤣🤣🤣🤣🤣🤣🤣🤣
9Sf6ZNMtUHs,2 tygodnie temu,@IrA27X,"Mentze na piwo , a braun do kosciola"
RNJegyGxwFA,13 dni temu,@VirginiaKnightBeverlyWashingto,The editing is top-tier. Seriously impressive
XA85sfEWnXo,4 dni temu,@galaxy-stern6216,dla dobra Polski  zedne LEWACTWO  !  i zadne ukraincy z POPIS   !
ndNaCDxoRdo,1 miesiąc temu,@kasialubuniecka8590,Obnazyl hilokryzje politykow partii rzadzacej i pseudo dziennikarzy
bvlzQvdgqLU,1 dzień temu,@b.sz.5616,Tylko Rafał:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:
YMg-Jx7eoZo,1 miesiąc temu,@Stygone," @maryla6298  Chyba nie wyłapałaś ""Telekomunikacja"" nie komunikacja niestety Trzaskowski też nie widzi różnicy."
-JH9onEuq9M,6 dni temu,@Ypxfrd,"​ @agnkulik6694 słuchałem, i dowiedziałem się tyle że Trzaskowski jest super we wszystkim i nie popełnia absolutnie żadnych błędów, i czasy się zmieniły a Pis jest zły"
2kcDXBHBFQ0,4 tygodnie temu,@queidey101,Najlepiej wypadł Trzaskowski
ssbRjaEMaYs,4 dni temu,@ewalisowska1854,Patryś co o Tobie powiedzieć?
fmZDMUajWto,4 tygodnie temu,@Royalbodycoaching,"Ale dlaczego miał zaprosić go na ""prywatną imprezę""? To Republika nie zaprosiła Maciaka, a nie Stanowski."
SK8j0z_pUgg,1 miesiąc temu,@piotrsieslak8915,Nie zgadzam się odnośnie Seneszyn. Demencja starsza na poziomie 1/3 Bidena.
mDGdhM32fPE,1 miesiąc temu,@cysiu3056,"​ @halinaprzezpolewska5001 ale nie gadaj,po Rafale spodziewaliśmy się więcej.."
fmZDMUajWto,4 tygodnie temu,@marzenakasiedczak356,4:44:50 after party startuje
4XUDk5wIarU,5 dni temu,@jajot2726,Tylko PAN Nawrocki będzie godnie reprezentował Polskę jako Prezydent innej opcji niema ✌️
gE0laXVB0qw,6 dni temu,@IgnatzTschaskawka-p5u,A to dlatedo ze duda jest polowa Rafala pod wzgledem inteligencji .
kNOy3z2kl68,1 miesiąc temu,@bozenarz7614,Pan Bartoszewicz chciał działać z Izraelem tak jak działał że szprycą na uczelni na kanale 0 u stanowskego robił w pory.
_nng5S5nYOQ,2 tygodnie temu,@edwardjozwik4845,"Zgadzam się z Panią profesor, że debatę wygrał dr KAROL NAWROCKI.Trzaskowski źle był ubrany, ten garnitur wyraźnie krępował Jego ruchy.🗽🇵🇱✌️"
hDemaLdJbr4,2 tygodnie temu,@M-g7u,Holowania tragedia.
e8XqrdckYCw,2 tygodnie temu,@zofiaweiss2568,Szymek wypadl blado ale Mentzen jeszcze gorzej.
9evQ1IszSVY,1 miesiąc temu,@hannawszeborowska2708,Głosujemy na p.Grzegorza Brauna ❤❤❤
42FnIzPFu58,1 dzień temu,@Amfaos,@ to samo pomyślałem o Tobie.. na szczęście za dwa lata lewica pod progiem 😉
HU_tOLI2Hvc,12 dni temu,@KonradAnole,Grzegorz   Braun  akcja -  NOLE  spotkania Polaków
Bo_BY3jPsSY,2 tygodnie temu,@Daniel-m2r5k,Kiedy Maciak w kanale Zero ? Został On Hołownia i Trzaskowski
47eU0lRd4UI,4 tygodnie temu,@sarkastycznieitak,Bo tęczowy się nie zjawił?
D-LSi_fUaK0,2 tygodnie temu,@RozsądnaPV,@damj7580  A co jeszcze powinien oferować? Hawajską na grubym?
P1VIeoKuv3k,1 dzień temu,@Mariusz-x5w,Twój Szwab i Sznaps przegrali debatę
8dSd6yoUH9Y,1 miesiąc temu,@pan_robert,"Sory, ale po tym co się odwaliło w piątek w Końskich to ta parodia nie jest wogóle śmieszna XD"
acqYOuWJ2XE,4 dni temu,@morgrabia,"Spoko debata, a Hołownia irytujący z tym przerywaniem."
30dDnzGc3ag,1 miesiąc temu,@dupadebowaa,jestem z konskich i jedyny wplyw jaki ta debata miala na zycie kogokolwiek to fakt ze nie dalo sie na kebsa pojechac
JMcE6H-m-os,1 dzień temu,@AndrzejRoszak-w3g,Dobra riposta brawo panie braun
Bo_BY3jPsSY,2 tygodnie temu,@magorzatad.5327,"Pan Stanowski to największe złoto, jakie mogło nam się przydarzyć w tej kampanii wyborczej. 🙏 ma Pan mój głos i teraz i jeśli zdecyduje się Pan kandydować do Sejmu. 🇵🇱"
ZkbSLivuog8,5 dni temu,@ASabiX-fn7xv,Tylko 🇵🇱Grzegorz Braun🇵🇱 działa w interesie Wolnej Polski!
j3doIOrx7JU,1 dzień temu,@halinajuraszek1066,"Nareszcie ktos wylał kubeł zimniej wody, na glowy ; tych partyjno - marioetkowych kandydatów,  ❤ Pozdrawiam 🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱"
jn8vgVIm_cw,2 dni temu,@guniakot3866,Mistrz
GIwff4nP6LU,3 tygodnie temu,@MarcinMarcin-g9e,Tylko Grzegorz Braun 🇵🇱
RNJegyGxwFA,13 dni temu,@DarioMarkervjc,This deserves way more views. Absolutely underrated
7ML9uNOVyfA,1 miesiąc temu,@azgard7375,@cynthiaoneonewan3505  a w której części mego wpisu dopatrzyła się Waćpanna kłamstwa? 😂😂😂Proszę czytać ze zrozumieniem😁
DNJ2CQ7D-84,12 dni temu,@zdzisiutaranaga4538,Ogórki i Prince polobza bardzo mu wjechało. Niech sklei baze taśmę klejącą
acqYOuWJ2XE,4 dni temu,@karquaa,"Pani Arleta jest jedną z moich ulubionych osób tu na kanale. Sympatyczna, uprzejma, bardzo przyjemny głos do słuchania. Pozdrawiam serdecznie ❤️"
jn8vgVIm_cw,2 dni temu,@polishviking3586,...za co brawo dla augustowskiej nocy? Który komitet oprócz 13-grudniowców ją chciał?
Ty4lnOFWtl8,2 tygodnie temu,@adamkrawcow8280,Trzaskowski to jakiś żart... jego nie da się słuchać.
YqfC1PvZtPg,4 tygodnie temu,@piotrpawlo6338,"Z tego co zrozumiałem Mantzen , ma największe szanse na wygranie z Trzaskowskim"
AB5A2kMUpEo,1 miesiąc temu,@StaryLis-z6e,Otwieram lodówke a tam mentzen
VMmhsHJ69To,2 tygodnie temu,@11_Angie_11,Brawo Mentzen !
Q0OOXXbQKj8,4 tygodnie temu,@dziekandziekanski6329,Nomen omen - Panie Pawlak trzeba wrócić do podstawówki i nauczyć się kiedy używa się te zwrotu
ndNaCDxoRdo,4 tygodnie temu,@GenekLoska,Wybieram Macieja Maciaka. Prezydent dla Pokoju.
9Sf6ZNMtUHs,9 dni temu,@elaobr2830,Jak Mentzen unika odpowiedzi tak jak z chanuka ...prozysostqem tu capi
XA85sfEWnXo,4 dni temu,@frekwencja1,Jak zywkle Braun gasil wszystkich :)
uoNr-izIr0o,4 dni temu,@magda-lena-madzia4005,🧯🧯🧯🧯👑👑👑👑
EpUhR6x10Ww,4 tygodnie temu,@ukaszskr5127,"@ hmm a to nie Mentzen zadawał pytania jako szósty, a Hołownia jako siódmy? xd

Obaj przeszkadzali sobie w takim samym stopniu. Ale to do Hołowni się przyczepiasz xddd"
Kp_JOaC6eYc,2 tygodnie temu,@MsTriangle,"Mentzen się nie zgodził, więc #elo"
hMiniaOlEqM,1 miesiąc temu,@grazynakrawczyk3125,"Polacy nie chcą  ustawki, debata ma być sprawiedliwa."
-JH9onEuq9M,6 dni temu,@darkelf4997,​ @kasia681 Cały świat zazdrości nam ogórków Urbanek.. Polska jest dumna z ogórków Urbanek🤯
7ML9uNOVyfA,1 miesiąc temu,@DawidDuisburgDe,@keysersoze001  bardzo madrze
G7Rusqg2LqY,2 tygodnie temu,@witcher2386,​ @BratJalowiec  Twój ojciec na porodówce. Jak zobaczył twoją twarz.
P1VIeoKuv3k,1 dzień temu,@tadeuszandrzej2780,😂😂😂 czemu nie mówicie prawdy że to są pacynki Tuska i Kaczyńskiego
ISw__a8Xqv8,4 tygodnie temu,@Effect_Joker,"@ To jak ci tak zle na zachodzie, to ciekawe czemu tam siedzisz."
D-LSi_fUaK0,2 tygodnie temu,@elektrikermichal5416,Braun na prezydenta.
bvlzQvdgqLU,1 dzień temu,@53Megan,Idę na Brauna z wdzięczności. A wy dostaniecie to czego chcieliście czyli pewno jak zwykle syf.
EpUhR6x10Ww,4 tygodnie temu,@KowalTOP, @mariajolantapiskorowska3152  jedyną szanse jaką ma realnie to mieć co najwyżej więcej % niż ma piwo Mentzena
OYskjDJ63UQ,2 dni temu,@piotr.r.,Sławomir!!!
VMmhsHJ69To,2 tygodnie temu,@azes6209,"Wypierają się bezczelnie swoich ludzi, swoich poglądów..."
EXGQSbG5CVg,8 dni temu,@Ozitt,Bo u stanowskiego w studiu by były telefony od widzów i mógłby coś nieprzyjemnego usłyszeć
WH6SHOiXgWQ,4 dni temu,@konokam,"Panie Krzysztofie, fajnie było, ale już dość. Cel wstrząśnięcia politykami  zrozumiałem, ciekawe czy oni też, ale chyba jest dobry moment na zakończenie akcji. Zwłaszcza, że im dalej w las, tym większą niewiedzę Pan pokazuje. Dla mnie to już trwa za długo. Efekt: zamiast częściej zaglądać na Kanał Zero, przestałem zupełnie. Pozdrawiam."
-JH9onEuq9M,5 dni temu,@paweln.4258," @Exsodus1990  Do kultury należy też prawdomówność. Kłamstwo w pięknym opakowaniu słownym, pozostaje nadal kłamstwem. Chyba, że w twoim myśleniu gówno w papierku staje się cukierkiem."
GHFXk0iKF64,1 dzień temu,@onethedbadnerz,Pisze że są to najważniejsze momenty...
OCk5NXKjB04,4 tygodnie temu,@kubapuchalski8633,"TVP z was wychodzi, a nie tak dawno was stamtąd wyciągnięto xD"
Bo_BY3jPsSY,4 dni temu,@michalphangan,"Stanowski wystraszył się Trzaskowskiego i zadawał mu słabe pytania , ewidentnie boi się przyszłej władzy ! Taki cfaniak a przed Rafałkiem wymiękł"
zw0sZ8tXzxI,2 tygodnie temu (edytowany),@Kalinab91,Zbyt wysoka ocena Trzaskowskiego
of92jhSUDyI,1 miesiąc temu,@mikoajduszka1817,Przecież ona żartuję z sekciarzy Kaczora i tej niby debaty 😉
HU_tOLI2Hvc,13 dni temu,@jessicanowacka6639,wie kto go zatrudnia i kto mu może dać kopa jak nie będzie gadał jak mu jego pan każe
AB5A2kMUpEo,1 miesiąc temu,@hubsoniasty," @napioor  konstytucja nie określa kiedy płód zostaje człowiekiem, to tak jakby mówić, że jajko to ptak. Prawo aborcyjne powinno zostać zliberalizowane. A decyzja powinna być kwestią kobiety, a nie państwa. Nie wiem jak można mówić o sobie, że jest się wolnościowcem i tak ingerować w życie kobiet."
wOXzDbCathM,2 dni temu,@Danuta-ci1dd,"Panie Karolu jest pan swietny, a pan Trzaskowski jak zwykle klamie.Dzika reprewatyzacja"
Vx5_YGvyhgY,1 miesiąc temu,@viktoriaskorpion4184,To było piękne 😊
rSb10kvikfo,1 miesiąc temu,@karolina8646,WY GO NAWET NIE ZAPROSILISCIE!!!!
K4g_S65Yg-0,19 godzin temu,@mateuszbry93,Jeszcze nigdy nie było tak wiele niemieckich nazwisk w wyborach 🤭😂
hDemaLdJbr4,10 dni temu,@Sebastian-z4t8x," @zuziakras1632  Spokojnie, ja będę głosował na Macieja Maciaka. Inni są bez znaczenia."
HU_tOLI2Hvc,13 dni temu,@MariuszHolownia,"Wszystkie Media gadzinowe,zioną jadem do Pana Grzegorza to dobrze boją się 😅😅😅"
257q2y03Hgc,1 miesiąc temu,@JQRLFI,"@arkadiuszjanda4761 misiu ty umiesz w myślenie? XD nie TVP było organizatorem, więc nie mogło wpływać na program, miało natomiast obowiązek pokazać wydarzenie o istotnym znaczeniu publicznym."
vKShTQAk8IE,3 tygodnie temu,@ushirogeri8085,"Mój kandydat zbyt poważny, żeby go w kabarecie pokazywać."
lr3gjsSY_co,4 dni temu,@kalimera1306,Coś z tym stichem
fET8Eqgq6b8,11 godzin temu,@DanielHorniak,@photoportraitist  posluchalem jego wypowiedzi i są żenujące miłujące Rosję chyba z konia spadłeś chłopie popierać takiego typa chyba że sam milujesz Rosję
kNOy3z2kl68,1 miesiąc temu,@alicjak.,"Tak, taka bezpieczna pozycja, a ludziom odmawiano dostępu do lekarza. Jak ktoś stracił wtedy biznes, zdrowie bądź kogoś bliskiego, to nigdy nie wybaczy asekuracyjnej postawy, jaka próbuje tutaj przedstawić jeden z kandydatów."
QJL6yu4T9Nk,1 dzień temu,@agnieszkalesniewska2268,"Mowa ciała jest drugorzędna. Może ważna przy przesłuchaniu przestępców w areszcie. Ale debata nie powinna być przesłuchaniem.
Jednak ubiór i kosmetyka odpowiednio dobrane, to ważne ze względu na szacunek do ludzi, do wyborców. Taka debata, to, no właśnie, nie przesłuchanie, tylko spotkanie z ogromną rzeszą ludzi, którzy patrzą na to, aby  kandydat był zadbany, elegancki."
mDGdhM32fPE,2 tygodnie temu,@boguslawkrepa8196,"Mądry, inteligentny,bystry, a najważniejsze, że wysoki,przystojny, ładna i jakiż odważny!🤣 PRAWDOMÓWNY!!😡😡"
bvlzQvdgqLU,2 dni temu,@grego.1418,dobre pytanie o Stanowskiego.... nie wiem... jakkolwiek zaoral Sznepf czy jak jej tam wlacznie z gadzinowymi mediami
kNOy3z2kl68,1 miesiąc temu,@dudi888,Szczęść Boże i ratuj się kto może. Pozdrowienia 😊
-JH9onEuq9M,5 dni temu (edytowany),@inzynier6, @eqramer   😅😅😅
qph77vdhIaI,1 miesiąc temu,@wadekn5601,Albo kustoszem muzeum pilnuje drogocennych eksponatów
ayVXUVvAIJQ,1 miesiąc temu,@PiotrSzafranski-s8j,Tylko Rafał brawooooo
EpUhR6x10Ww,4 tygodnie temu (edytowany),@ukaszskr5127,"@ Tak, niestety jak się okazało w drugim pytaniu, które zadał pan z bezpartyjnych, można było zdać pytanie Marszałkowi i całą jego wypowiedź zakrzyczeć nie dając powiedzieć ani jednego pełnego zdania. Potem zaczęli robić to inni, to czemu nie Hołownia?

Wiesz, ja jestem zdania, że ta formuła była beznadzieja i słaba, pytający powinien mieć wyciszony mikrofon, prowadząca reagować, a odpowiadający dodatkowy czas jak mu się przerywało. To nie ja ustalałem zasady debaty.

Jedynie zwracam uwagę, że jak nazywasz Hołownię burakiem to bądź sprawiedliwy i to samo zrób w stosunku do Mentzena, czy Nawrockiego, albo Jakubiaka. I tyle.

Najwięcej się wyróżniał on? Moim zdaniem w równym stopniu, tym bardziej że to on był osobą która była najczęściej atakowana i trzeba przyznać, że jak na słabe warunki poradził sobie nieźle. Nie jedna osoba by nie dała rady."
QhBiGNCQWu0,1 dzień temu,@annanowak5833,Trzymajcie klucze.. od mieszkań Szemrany w poblizu!!
2kcDXBHBFQ0,4 tygodnie temu,@helenapodyma7372,Bufon Mencel przebil sufit
VaC3mfIZ5pQ,13 dni temu,@szarzyniecszczurzynski1902,A Mentzen tragedią
7ML9uNOVyfA,1 miesiąc temu,@angu921,"To nic w porównaniu z tym jak dzisiaj zachowywał się na wiecu w Głogowie. 
Rafał Trzaskowski: Spotkanie z wyborcami, Głogów 12.04.2025 | Cała Polska naprzód!"
9evQ1IszSVY,1 miesiąc temu,@Krzanek22,Stanczyk polskiej polityki!! Niby smiesznie ale najbardziej powaznie.
qph77vdhIaI,1 miesiąc temu,@MaciejK333,"Dzicz i kabaret. Niezłe pranie mózgu musi robić na co dzień republika. Wstyd za to, co tu się dzieje."
hK8lGMkQKZk,4 dni temu,@Szymonek180, @7z3e4a  Prawdę mówisz.Rafał Trzaskowski zaprosił na końskie o godz 18:00 czyli dwie godziny przed konskimi
Z89Qq74Fs00,1 miesiąc temu,@przemysawmargielewski7027,Oj proszę pana  dwóch Wybitnych
xCyfQyPLHCs,1 dzień temu,@iwaczof," @ZdzichaJedziesz  po raz kolejny tłumaczę, nie mówię o biciu, tylko o kontrolnym klapsie którego dziecko pewnie  nawet nie poczuje. Klapsie, w sytuacji w której dziecko naprawdę daje popalić, bije, krzyczy, wyzywa, a nie wtedy jak przyniesie złą ocenę- wtedy to jest niezrozumiałe"
Vx5_YGvyhgY,8 dni temu,@OswaldOsiadacz-n3d,Nawet Ci brewka nie tyknie
2K0MIRUzPwI,2 tygodnie temu,@Marcin45105,Jakie pozyskiwanie kasy z UE down Trzaskowski
4XUDk5wIarU,5 dni temu,@KarolGadowski-h2h,Nie pytaj Holowni o nic bo zawsze skłamie
Pao9835pH2o,2 tygodnie temu,@damianbukowski5505,Cos poza durnym uśmiechem ?
kNOy3z2kl68,1 miesiąc temu,@SztefanGorki,​ @elaksiazek1955 serio? Kompetencji mu brak w swojej dziedzinie? O ja XD to może chociaż nie zatrzasnął się w kiblu w sprawach ważnych przy głosowaniach. Merytorycznie tak nie wyłapiesz.
Vx5_YGvyhgY,4 tygodnie temu,@dama_karo," @jo-anna4117  rozumiem, też nie jestem wyborcą lewicy. To co szanuje w Zandbergu, to to, że wykazuje minimum patriotyzmu (patriotyzm gospodarczy, atom, cpk). Tego nie można powiedzieć o KO."
bvlzQvdgqLU,1 dzień temu,@annakoodziej3012,Skąd oni wzięli tą prowadzącą XD XD XD
990yN5U1o_I,2 tygodnie temu,@beatabicz7711,W istocie kandydat obywatelski😂😂😂iitelektualista😂😂😂  lizus Kaczynskiego😂😂
WNdtDwl9orc,4 dni temu,@EugeneDeSavoie1,"Droga pani redaktor, proszę używać określenia ""ochrona zdrowia"". Służbę ma pan hrabia w pałacu... Dziękuję."
G7Rusqg2LqY,2 tygodnie temu,@danielelektro, @dkjbgs  Nikt nie sugeruje że ten problem nie istnieje.
fJLUr1MVQxY,2 tygodnie temu,@monikas4656,"Wystarczy, ze bylo dosc  jego slugusow z plemienia  zmijowego.."
P9i0WWOhVRg,4 tygodnie temu,@aniaania6743,Genialne😂
vKShTQAk8IE,4 tygodnie temu,@annazur7765,WYŁĄCZ BO ON KOCHA ŚCIEMNIAĆ 😂😂😂😂😂😂😂😂 JEBŁAM NIE MOGĘ 😂😂😂😂😂😂😂
L8kqGzbmu6E,1 miesiąc temu,@gregorysory3689,"Zagłosują, ludziom się już całkiem odkleiło."
S0aPrA3SxZ0,3 tygodnie temu,@logos144ify,"Po co się Pan wypowiada na temat o którym nie ma Pan najmniejszego pojęcia? Mam na myśli sprawę z Oleśnicy. Brak wiedzy, jaki Pan tu zaprezentował jest nie do przyjęcia. Przyczynia się Pan do szerzenia kłamstw. Czekam aż wycofa się Pan ze swoich haniebnych słów."
OYskjDJ63UQ,1 dzień temu,@Krzysiek-r7r,Braun wygrał.
Q0OOXXbQKj8,1 miesiąc temu,@Elzbieta-tx6kn,Oj to prawda
drhIr2sYbzU,1 dzień temu,@RossFan1986,Bardzo ciekawe
fmZDMUajWto,1 miesiąc temu,@Bozka321," @LordOfPetrol też niestety to widzę, po raz kolejny i jestem zawiedziona."
47eU0lRd4UI,4 tygodnie temu,@marekmarcos,"Raptem sługusowi  Tuska, Krzywoustego zmieniły sie poglądy."
uoNr-izIr0o,2 tygodnie temu,@ObywatelKpiczynski,"Tylko BRAUN, zaden klaun ❤"
7ML9uNOVyfA,1 miesiąc temu,@Czosnek909,"w wikipedii pisze 2,5mln"
S0aPrA3SxZ0,3 tygodnie temu,@zofiach5622," @18majWYBORYPL  Tak jest. I to ten typ ma być naszym prezydentem? Przecież na tych ""spędach zwożonych ludzi ""plecie co mu język na ślinę przyniesie.Szkoda czasu go słuchać."
94_Obg8edkA,8 dni temu,@bartoszpietrucha6553,Najlepszy Bartoszewicz!
K2lap6DAhbQ,1 miesiąc temu,@Skiba2004,Wspanialy człowiek!
D-LSi_fUaK0,2 tygodnie temu,@zofiag3494,"Mazurek WYCHWALA   Mentzena  bo mają wspólny rodowód "" mało czapeczkowych"""
wOXzDbCathM,2 dni temu,@ewaheller1516,Nawrocki ty oddaj mieszkanie starszemu człowiekowi bo je wyludzilesz
gE0laXVB0qw,5 dni temu,@liszkapliszka146,"Po prostu nie zrozumiałaś, Joanno. No i za mało wrzasku jak dla ciebie. Przywyknij, idą nowe standardy. Cywilizowane."
Z6oHTJw6EZ8,1 miesiąc temu,@urszula7994,"@grzegorzpiszko8346  nie siej  dezinformacji i manipulacji rodem z tvn, Bartoszewicz tłumaczył się z tego i przeprosił za c19.  Wysłuchaj sobie jego wypowiedzi"
hK8lGMkQKZk,3 dni temu,@kolakpatolik1857,"Potężny wiking- PLAY
Memcen- „aba aba aba”"
K4g_S65Yg-0,1 dzień temu,@JackSprawiedliwy,"W tym momencie Polacy nie mają wielkiego wyboru, jest tylko jeden kandydat na prezydenta Polski. To jedyny i normalny Polski patriota Grzegorz Braun 🇵🇱🇵🇱🇵🇱"
rMkmVblsb-c,7 dni temu,@kubike9148,"Wielka szkoda, że PKW nie dopuściła takiego GOAT'a poprzednich debat jak Paweł ""polskich przedsiębiorców"" Tanajno..."
P1VIeoKuv3k,1 dzień temu,@lukaszkwiecinski6233,Funkcjonariusze frontu ideologicznego
ndNaCDxoRdo,1 miesiąc temu,@RevarBB,I nic z tym od lat nie robimy. Polacy dają się zapinać w odbytnicę z każdej strony i jeszcze mówią dziękuję.
hiCIBDQH2_g,2 tygodnie temu,@jacekbielecki1674,1948 rok?
jn8vgVIm_cw,2 dni temu,@adboroutdoor..7662,"źle zastosowane pojęcie, odnosi się bowiem do przemocy fizycznej, Oleńko"
rMkmVblsb-c,7 dni temu,@dove1769,ZAJEBISTE
bvlzQvdgqLU,16 godzin temu,@wojtecc4150,Braun .......reszta do piet mu nie dorasta
hMiniaOlEqM,1 miesiąc temu,@RyszardNowak-pg6mx,*TRZASKOWSKI COŚ KRĘCI! NIE WIERZĘ MU ZA GROSZ!*
EpUhR6x10Ww,4 tygodnie temu,@thomasmusicset,"Kaczyński też był wcześniej za wprowadzeniem euro, jakieś 15 lat temu. Poza tym żeby wprowadzić euro musisz referendum zrobić, więc tak nie przeżywaj."
SK8j0z_pUgg,1 miesiąc temu,@MrDomestos2000,Chciałbym też widzieć gdzie kupuje wódkę po 8 zł i piwo za złotówkę xD
-JH9onEuq9M,5 dni temu,@inquerion8867,Nie można swoich 👃 atakować ;)
EXGQSbG5CVg,7 dni temu,@leokardia_jaroz,"A jaka jest ""niedemokratyczna"" ?"
D-LSi_fUaK0,2 tygodnie temu,@pankratowicz,Teatr dla naiwnych.
XA85sfEWnXo,4 dni temu,@marcinpikus2272,Gdzie Pan Maciak
S0aPrA3SxZ0,3 tygodnie temu,@szafir2020,"A od czego są testy genetyczne? Robisz w 10-11 tc i wynik przychodzi na maila czy dziecko jest zdrowe. Każdej kobiecie się to proponuje, tylko większość nie korzysta, bo trzeba zapłacić. Ta kobieta tego nie zrobiła."
5aPnQXiQsto,2 tygodnie temu,@EwaMaciejewska-i6p,😢😮😅
RNJegyGxwFA,3 dni temu,@ElGatoWolf,"Dobra robota Krzysiu, dziekujemy za opublikowanie nagrania."
_nng5S5nYOQ,10 dni temu,@SultanOfDiecast,"Biejat, a co z antypolskim ściekiem Nowackiej, która się przejęzyczyła z kartki ?"
